20,ROIs1158_spring_xxx_106_p113.tif
20,ROIs1158_spring_xxx_106_p36.tif
20,ROIs1158_spring_xxx_106_p394.tif
20,ROIs1158_spring_xxx_106_p403.tif
20,ROIs1158_spring_xxx_106_p404.tif
20,ROIs1158_spring_xxx_106_p423.tif
20,ROIs1158_spring_xxx_106_p424.tif
20,ROIs1158_spring_xxx_106_p429.tif
20,ROIs1158_spring_xxx_106_p430.tif
20,ROIs1158_spring_xxx_106_p434.tif
20,ROIs1158_spring_xxx_106_p452.tif
20,ROIs1158_spring_xxx_106_p496.tif
20,ROIs1158_spring_xxx_106_p50.tif
20,ROIs1158_spring_xxx_106_p405.tif
20,ROIs1158_spring_xxx_106_p433.tif
20,ROIs1158_spring_xxx_106_p49.tif
20,ROIs1158_spring_xxx_106_p525.tif
20,ROIs1158_spring_xxx_106_p528.tif
20,ROIs1158_spring_xxx_106_p529.tif
20,ROIs1158_spring_xxx_106_p533.tif
20,ROIs1158_spring_xxx_106_p557.tif
20,ROIs1158_spring_xxx_106_p558.tif
20,ROIs1158_spring_xxx_106_p559.tif
20,ROIs1158_spring_xxx_106_p585.tif
20,ROIs1158_spring_xxx_106_p586.tif
20,ROIs1158_spring_xxx_106_p587.tif
20,ROIs1158_spring_xxx_106_p588.tif
20,ROIs1158_spring_xxx_106_p589.tif
20,ROIs1158_spring_xxx_106_p621.tif
20,ROIs1158_spring_xxx_106_p652.tif
20,ROIs1158_spring_xxx_106_p671.tif
20,ROIs1158_spring_xxx_106_p672.tif
20,ROIs1158_spring_xxx_106_p675.tif
20,ROIs1158_spring_xxx_106_p676.tif
20,ROIs1158_spring_xxx_106_p677.tif
20,ROIs1158_spring_xxx_106_p678.tif
20,ROIs1158_spring_xxx_106_p694.tif
20,ROIs1158_spring_xxx_106_p702.tif
20,ROIs1158_spring_xxx_106_p532.tif
20,ROIs1158_spring_xxx_106_p560.tif
20,ROIs1158_spring_xxx_106_p703.tif
20,ROIs1158_spring_xxx_106_p731.tif
20,ROIs1158_spring_xxx_106_p814.tif
20,ROIs1158_spring_xxx_106_p827.tif
20,ROIs1158_spring_xxx_106_p704.tif
20,ROIs1158_spring_xxx_106_p705.tif
20,ROIs1158_spring_xxx_106_p708.tif
20,ROIs1158_spring_xxx_106_p709.tif
20,ROIs1158_spring_xxx_106_p723.tif
20,ROIs1158_spring_xxx_106_p726.tif
20,ROIs1158_spring_xxx_106_p732.tif
20,ROIs1158_spring_xxx_106_p733.tif
20,ROIs1158_spring_xxx_106_p737.tif
20,ROIs1158_spring_xxx_106_p738.tif
20,ROIs1158_spring_xxx_106_p739.tif
20,ROIs1158_spring_xxx_106_p740.tif
20,ROIs1158_spring_xxx_106_p750.tif
20,ROIs1158_spring_xxx_106_p751.tif
20,ROIs1158_spring_xxx_106_p752.tif
20,ROIs1158_spring_xxx_106_p755.tif
20,ROIs1158_spring_xxx_106_p756.tif
20,ROIs1158_spring_xxx_106_p757.tif
20,ROIs1158_spring_xxx_106_p765.tif
20,ROIs1158_spring_xxx_106_p766.tif
20,ROIs1158_spring_xxx_106_p767.tif
20,ROIs1158_spring_xxx_106_p768.tif
20,ROIs1158_spring_xxx_106_p778.tif
20,ROIs1158_spring_xxx_106_p779.tif
20,ROIs1158_spring_xxx_106_p782.tif
20,ROIs1158_spring_xxx_106_p785.tif
20,ROIs1158_spring_xxx_106_p786.tif
20,ROIs1158_spring_xxx_106_p793.tif
20,ROIs1158_spring_xxx_106_p794.tif
20,ROIs1158_spring_xxx_106_p795.tif
20,ROIs1158_spring_xxx_106_p796.tif
20,ROIs1158_spring_xxx_106_p815.tif
20,ROIs1158_spring_xxx_106_p821.tif
20,ROIs1158_spring_xxx_106_p822.tif
20,ROIs1158_spring_xxx_106_p823.tif
20,ROIs1158_spring_xxx_106_p824.tif
20,ROIs1158_spring_xxx_106_p825.tif
20,ROIs1158_spring_xxx_106_p826.tif
20,ROIs1158_spring_xxx_44_p225.tif
20,ROIs1158_spring_xxx_44_p254.tif
20,ROIs1158_spring_xxx_44_p255.tif
20,ROIs1158_spring_xxx_44_p284.tif
20,ROIs1158_spring_xxx_44_p285.tif
20,ROIs1158_spring_xxx_44_p291.tif
20,ROIs1158_spring_xxx_44_p321.tif
20,ROIs1158_spring_xxx_44_p349.tif
20,ROIs1158_spring_xxx_44_p350.tif
20,ROIs1158_spring_xxx_44_p351.tif
20,ROIs1158_spring_xxx_44_p379.tif
